FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Michael Cora,"6' 1""",170 lbs.,"77""",Southpaw,"Aug 24, 1989",http://ufcstats.com/fighter-details/2b91eff985b532cd
Akira Corassani,"5' 8""",145 lbs.,"68""",Orthodox,"Aug 27, 1982",http://ufcstats.com/fighter-details/3f52ce18fb98008f
Muhsin Corbbrey,"5' 10""",155 lbs.,--,Orthodox,"May 18, 1978",http://ufcstats.com/fighter-details/1f9344211ca7fd60
Alden Coria,"5' 8""",125 lbs.,"67""",Orthodox,"Apr 24, 1998",http://ufcstats.com/fighter-details/5e9ca8dd7d783a75
Daniel Cormier,"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979",http://ufcstats.com/fighter-details/d967f0128c323de6
Nora Cornolle,"5' 7""",135 lbs.,"67""",Orthodox,"Dec 06, 1989",http://ufcstats.com/fighter-details/f2b3f4ef3f780168
Clint Coronel,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/fe67cd6423f7a8ad
Henry Corrales,"5' 9""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/7cb0946d51b8cde7
Bethe Correia,"5' 5""",135 lbs.,"64""",Orthodox,"Jun 22, 1983",http://ufcstats.com/fighter-details/673ea7dcc786b1b3
Wesley Correira,"6' 3""",260 lbs.,--,Orthodox,"Nov 11, 1978",http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8
Waldo Cortes-Acosta,"6' 4""",260 lbs.,"78""",Orthodox,"Oct 03, 1991",http://ufcstats.com/fighter-details/fc08099550072fe4
Tracy Cortez,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 10, 1993",http://ufcstats.com/fighter-details/68d4a891e5cf2029
Reyes Cortez Jr.,"5' 7""",135 lbs.,"68""",Orthodox,"Jul 31, 1992",http://ufcstats.com/fighter-details/1a7d44196949577c
Chad Corvin,"6' 5""",255 lbs.,--,,--,http://ufcstats.com/fighter-details/1267b631db78665a
Louis Cosce,"5' 9""",170 lbs.,"71""",Orthodox,"Aug 27, 1995",http://ufcstats.com/fighter-details/afe8d5b39ff7fca2
Orion Cosce,"5' 11""",170 lbs.,"71""",Switch,"Jul 15, 1994",http://ufcstats.com/fighter-details/2c010b26a3306969
Miguel Cosio,"6' 4""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/d150c6fbdb7687f4
Jadson Costa,"5' 7""",155 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/222d6b547de2e035
Guilherme Costa,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/28877eddb1c0b967
Paulo Costa,"6' 1""",185 lbs.,"72""",Orthodox,"Apr 21, 1991",http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Randy Costa,"5' 9""",135 lbs.,"73""",Switch,"Jul 06, 1994",http://ufcstats.com/fighter-details/325ad0dd9126d3df
Alessandro Costa,"5' 4""",125 lbs.,"67""",Orthodox,"Jan 28, 1996",http://ufcstats.com/fighter-details/3fa97913cfd205d3
Melquizael Costa,"5' 10""",145 lbs.,"71""",Southpaw,"Sep 14, 1996",http://ufcstats.com/fighter-details/20bccc9bb4ceb23e
Vitor Costa,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 19, 2000",http://ufcstats.com/fighter-details/c41cbb5bf944ca54
Oscar Cota,"6' 0""",230 lbs.,"72""",Orthodox,"Oct 15, 1984",http://ufcstats.com/fighter-details/f584a6e0b5b74604
Patrick Cote,"5' 11""",170 lbs.,"75""",Orthodox,"Feb 29, 1980",http://ufcstats.com/fighter-details/9fa3bd637edd9aa2
JC Cottrell,"5' 9""",155 lbs.,--,Orthodox,"Nov 04, 1989",http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a
JR Coughran,"5' 6""",145 lbs.,--,Orthodox,"May 17, 1994",http://ufcstats.com/fighter-details/8112c9a23dccc759
Rashad Coulter,"5' 11""",205 lbs.,"76""",Orthodox,"Nov 27, 1981",http://ufcstats.com/fighter-details/d1528ac5675558b1
Dave Courchaine,"5' 8""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/79ab17db3b40831a
Randy Couture,"6' 1""",205 lbs.,"75""",Orthodox,"Jun 22, 1963",http://ufcstats.com/fighter-details/0aa92558424ced9e
Kim Couture,"5' 8""",135 lbs.,--,Orthodox,"Dec 18, 1975",http://ufcstats.com/fighter-details/84c43f0d25f15b0b
Ryan Couture,"5' 10""",155 lbs.,"73""",Orthodox,"Aug 27, 1982",http://ufcstats.com/fighter-details/46fd223e3ced39b3
Nikk Covert,"5' 8""",185 lbs.,--,,"Aug 04, 1969",http://ufcstats.com/fighter-details/400c7b43c86d27d3
Colby Covington,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 22, 1988",http://ufcstats.com/fighter-details/dc9572dd6ec74859
Hailey Cowan,"5' 8""",135 lbs.,"67""",Southpaw,"Feb 12, 1992",http://ufcstats.com/fighter-details/3c26c420584d912d
Jeff Cox,"5' 10""",155 lbs.,--,Orthodox,"Aug 02, 1968",http://ufcstats.com/fighter-details/c9bbf1a0285a8076
Nathan Coy,"5' 10""",170 lbs.,"69""",Southpaw,"Jul 24, 1978",http://ufcstats.com/fighter-details/15ec018d144710db
Andrew Craig,"6' 1""",170 lbs.,"76""",Orthodox,"Jan 15, 1986",http://ufcstats.com/fighter-details/8a70ceb3edbe757b
Paul Craig,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 27, 1987",http://ufcstats.com/fighter-details/eabf206b162b3b83
Dan Cramer,"6' 2""",170 lbs.,--,Orthodox,"Oct 31, 1985",http://ufcstats.com/fighter-details/480b702debcb5433
Alberto Crane,"5' 5""",155 lbs.,--,Orthodox,"Jul 14, 1976",http://ufcstats.com/fighter-details/25433871e4eee0f4
Tim Credeur,"6' 3""",185 lbs.,"75""",Orthodox,"Jul 09, 1977",http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d
Paul Creighton,"5' 6""",155 lbs.,--,Southpaw,"Jun 04, 1970",http://ufcstats.com/fighter-details/ed73c85164a5f5a4
Helena Crevar,--,--,--,,--,http://ufcstats.com/fighter-details/a8c3ce469cb8b130
Alexander Crispim,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/15dedd05f8bcb475
Alex Crispin,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/8944a0f9b2f0ce6d
Melissa Croden,--,135 lbs.,--,,"Apr 12, 1991",http://ufcstats.com/fighter-details/51e2f44a8dbf6984
Kevin Croom,"5' 11""",135 lbs.,"73""",Orthodox,"Jul 15, 1987",http://ufcstats.com/fighter-details/35b3772629e27a49
Kiefer Crosbie,"5' 11""",170 lbs.,"70""",Switch,"Apr 05, 1990",http://ufcstats.com/fighter-details/4729c93ba705a3bf
Ken Cross,"6' 0""",155 lbs.,"72""",Southpaw,"Oct 04, 1994",http://ufcstats.com/fighter-details/923767209632e08a
Jeff Crotty,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/98601a40e9d96047
Allen Crowder,"6' 3""",245 lbs.,"76""",Orthodox,"Nov 08, 1989",http://ufcstats.com/fighter-details/a9d6e047ce48ab63
Daron Cruickshank,"5' 8""",155 lbs.,"72""",Switch,"Jun 11, 1985",http://ufcstats.com/fighter-details/5f99b2bafb10305f
Richard Crunkilton,"5' 7""",155 lbs.,--,Orthodox,"Nov 25, 1979",http://ufcstats.com/fighter-details/22ee260735da0d58
Jimmy Crute,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996",http://ufcstats.com/fighter-details/70e1f8a821b72c8b
Marcio Cruz,"6' 4""",232 lbs.,--,Orthodox,"Apr 24, 1978",http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b
Dominick Cruz,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 09, 1985",http://ufcstats.com/fighter-details/10f3ba6cd2f44a97
Aalon Cruz,"6' 0""",145 lbs.,"78""",Switch,"Sep 20, 1989",http://ufcstats.com/fighter-details/003d82fa384ca1d0
Timmy Cuamba,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 08, 1999",http://ufcstats.com/fighter-details/0e46690e55a8df75
Jay Cucciniello,"5' 7""",155 lbs.,--,Orthodox,"Jul 23, 1986",http://ufcstats.com/fighter-details/683ea28a198936fe
Emilio Cuellar,--,125 lbs.,--,,--,http://ufcstats.com/fighter-details/3aeb69b4a13ff0e8
Josh Culibao,"5' 10""",145 lbs.,"73""",Orthodox,"May 24, 1994",http://ufcstats.com/fighter-details/6751eacd16bd59bc
Chris Culley,--,145 lbs.,--,,"Mar 25, 1986",http://ufcstats.com/fighter-details/e59b13321562eed3
Abel Cullum,"5' 7""",139 lbs.,--,Orthodox,"Apr 21, 1987",http://ufcstats.com/fighter-details/2f8f3c69522db931
Zak Cummings,"6' 0""",205 lbs.,"75""",Southpaw,"Aug 02, 1984",http://ufcstats.com/fighter-details/4ba8d454f762005d
Everett Cummings,--,205 lbs.,--,,--,http://ufcstats.com/fighter-details/05e4be525cb3578c
Patrick Cummins,"6' 2""",205 lbs.,"76""",Orthodox,"Nov 16, 1980",http://ufcstats.com/fighter-details/e51e5cb722bd47a8
Luke Cummo,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980",http://ufcstats.com/fighter-details/93ce4ac89e3d7652
Hugo Cunha,"6' 3""",263 lbs.,"79""",Orthodox,"Feb 04, 1993",http://ufcstats.com/fighter-details/46a17755f80f63e8
Alton Cunningham,"6' 2""",205 lbs.,"77""",Orthodox,"Jun 24, 1993",http://ufcstats.com/fighter-details/305bde44ff664788
AJ Cunningham,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 07, 1994",http://ufcstats.com/fighter-details/d1053e55f00e53fe
Tommy Cuozzi Jr.,"5' 9""",145 lbs.,"71""",Orthodox,"Aug 31, 1999",http://ufcstats.com/fighter-details/eb49fe2f85ae9526
Santo Curatolo,"5' 3""",125 lbs.,"62""",Southpaw,"Jan 18, 1995",http://ufcstats.com/fighter-details/b8b765e320a8db39
Larry Cureton,"6' 2""",240 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/46f11d15c0134fe3
Jeff Curran,"5' 6""",135 lbs.,"69""",Orthodox,"Sep 02, 1977",http://ufcstats.com/fighter-details/a8ea84cbe1655f0a
Kailin Curran,"5' 4""",115 lbs.,"65""",Orthodox,"Apr 11, 1991",http://ufcstats.com/fighter-details/05b43e0ead3df345
Pat Curran,"5' 9""",145 lbs.,--,,"Aug 31, 1987",http://ufcstats.com/fighter-details/d8291d0dd63da29c
Will Currie,"6' 3""",185 lbs.,"76""",Switch,"Nov 12, 1998",http://ufcstats.com/fighter-details/b8ff02d5703eca3a
Chris Curtis,"5' 10""",170 lbs.,"75""",Orthodox,"Jul 15, 1987",http://ufcstats.com/fighter-details/5442f1bc4b47eaf3
Ion Cutelaba,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",http://ufcstats.com/fighter-details/cd13728ae1151f46
Gleidson Cutis,"5' 9""",155 lbs.,--,Orthodox,"Feb 07, 1989",http://ufcstats.com/fighter-details/44a94bbde42246e4
Sarah D'alelio,"5' 7""",145 lbs.,--,,"Dec 13, 1980",http://ufcstats.com/fighter-details/ac45450f75d14f16
Marcos da Matta,"5' 4""",145 lbs.,--,,"Mar 18, 1973",http://ufcstats.com/fighter-details/3b6d84343579fd33
Henrique da Silva,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989",http://ufcstats.com/fighter-details/b0bd0c5425668b8f
Ariane da Silva,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",http://ufcstats.com/fighter-details/6551c64fbcd1a467
Alex Da Silva,"5' 8""",155 lbs.,"73""",Orthodox,"Feb 04, 1996",http://ufcstats.com/fighter-details/c3ded6f7155f9ea4
Radley Da Silva,"5' 9""",145 lbs.,"71""",Orthodox,"Jun 20, 1995",http://ufcstats.com/fighter-details/0d68c7bfdff1dc34
Henrique Da Silva Lopes,"6' 3""",240 lbs.,--,,"Mar 08, 1985",http://ufcstats.com/fighter-details/1f8cd7634e8286ff
Deni Daffa,"6' 0""",155 lbs.,"74""",Orthodox,"Sep 08, 1999",http://ufcstats.com/fighter-details/d28bef63e7d8d536
Nicolas Dalby,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984",http://ufcstats.com/fighter-details/9d19d9e4aa2662e8
Paul Daley,"5' 9""",170 lbs.,"76""",Orthodox,"Feb 21, 1983",http://ufcstats.com/fighter-details/23725c826c481e7f
Dave Dalgliesh,"6' 2""",205 lbs.,--,Orthodox,"Apr 05, 1978",http://ufcstats.com/fighter-details/ddbd0d6259ce57cc
Richard Dalton,"6' 1""",205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/6cd3dfc54f01287f
Aisling Daly,"5' 2""",115 lbs.,"64""",Orthodox,"Dec 24, 1987",http://ufcstats.com/fighter-details/e50cd77732d39967
Marko Damiani,"6' 0""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/6e9b5c74c0860deb
Leonardo Damiani,"5' 10""",170 lbs.,"69""",Orthodox,"Aug 30, 1990",http://ufcstats.com/fighter-details/acd870570949d8a2
Rodrigo Damm,"5' 7""",155 lbs.,"71""",Orthodox,"Feb 03, 1980",http://ufcstats.com/fighter-details/a20d7dfaba74c067
Carina Damm,"5' 4""",135 lbs.,--,,--,http://ufcstats.com/fighter-details/033343da4c0cff8a
Batgerel Danaa,"5' 7""",135 lbs.,"70""",Orthodox,"Jul 04, 1989",http://ufcstats.com/fighter-details/3b0a516d2921e0d6
Cindy Dandois,"5' 7""",135 lbs.,--,Orthodox,"Oct 26, 1984",http://ufcstats.com/fighter-details/9eef6584fab21fbb
Peter Danesoe,"5' 9""",135 lbs.,"68""",Orthodox,"Sep 01, 2000",http://ufcstats.com/fighter-details/5f119b24c0f9679c
Jarjis Danho,"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983",http://ufcstats.com/fighter-details/8614b7134913f5d5
Jose Daniel Medina,"6' 0""",185 lbs.,"74""",Orthodox,"May 17, 1991",http://ufcstats.com/fighter-details/baa9be02c3e3e038
Raymond Daniels,"6' 2""",185 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/fccb0fee256b7b4d
Marques Daniels,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/55a80a9365bc107d
Anvarbek Daniyalbekov,--,185 lbs.,--,,"May 27, 1995",http://ufcstats.com/fighter-details/859e0dafd04fe1ca
Alexandre Dantas,"6' 2""",238 lbs.,--,Orthodox,"Mar 01, 1979",http://ufcstats.com/fighter-details/8dc46e9a7895ce1a
Eduardo Dantas,"5' 10""",135 lbs.,--,,"Feb 03, 1989",http://ufcstats.com/fighter-details/676a2e5ec4d7338c
Mac Danzig,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980",http://ufcstats.com/fighter-details/86f582852a5b240a
Karen Darabedyan,"5' 7""",155 lbs.,"68""",Orthodox,"Dec 18, 1986",http://ufcstats.com/fighter-details/d2fa318f34d0aadc
Beneil Dariush,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989",http://ufcstats.com/fighter-details/08af939f41b5a57b
Sean Daugherty,"6' 0""",175 lbs.,--,,"Dec 04, 1975",http://ufcstats.com/fighter-details/a683f9ddb70aa4bd
Kyle Daukaus,"6' 2""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",http://ufcstats.com/fighter-details/d6c0cdd7e467c440
Chris Daukaus,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1989",http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
Brian Davidson,"5' 6""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/42775dc893603154
Rick Davis,"5' 9""",155 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/2549d63da9c456cb
Marcus Davis,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973",http://ufcstats.com/fighter-details/b7d524c77c27389b
LC Davis,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 28, 1980",http://ufcstats.com/fighter-details/6dab8ce5e4bffe77
Phil Davis,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984",http://ufcstats.com/fighter-details/902ab9197b83d0db
Lemont Davis,"5' 8""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/a993ef2dd36cea5f
Mike Davis,--,--,--,,--,http://ufcstats.com/fighter-details/c8661e204c66f325
Justin Davis,"5' 11""",205 lbs.,--,,"Apr 01, 1983",http://ufcstats.com/fighter-details/20697b334f6c0a45
Alexis Davis,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 04, 1984",http://ufcstats.com/fighter-details/4c2d90e335e6df19
Danny Davis,"6' 2""",170 lbs.,--,,"Jul 28, 1982",http://ufcstats.com/fighter-details/570d40f993171b19
Brandon Davis,"5' 10""",135 lbs.,"72""",Orthodox,"May 08, 1990",http://ufcstats.com/fighter-details/cc351e408bbb7d43
Mike Davis,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 07, 1992",http://ufcstats.com/fighter-details/fb3e61720be4690c
Hakeem Dawodu,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991",http://ufcstats.com/fighter-details/2c9d00968f818270
Grant Dawson,"5' 10""",155 lbs.,"72""",Switch,"Feb 20, 1994",http://ufcstats.com/fighter-details/99bd51917728c25d
Jason Day,"6' 0""",185 lbs.,"72""",Orthodox,"May 19, 1981",http://ufcstats.com/fighter-details/a6fd2173d5e2d7f0
Martin Day,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 10, 1988",http://ufcstats.com/fighter-details/ea3dcc417c322064
Angel De Anda,"5' 9""",225 lbs.,--,Orthodox,"May 28, 1985",http://ufcstats.com/fighter-details/4b450aa602611baa
Yorgan De Castro,"6' 0""",250 lbs.,"74""",Orthodox,"Dec 19, 1986",http://ufcstats.com/fighter-details/1eff7bc0f815b270
Geraldo de Freitas,"5' 7""",135 lbs.,"72""",Orthodox,"Sep 30, 1991",http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93
Philip De Fries,"6' 5""",250 lbs.,"79""",Orthodox,"Apr 21, 1986",http://ufcstats.com/fighter-details/6ef65b6a152e49d5
Chris de la Rocha,"6' 3""",250 lbs.,"80""",Orthodox,"May 15, 1979",http://ufcstats.com/fighter-details/e51ee8ded927fc51
Montana De La Rosa,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 14, 1995",http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
Mark De La Rosa,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 31, 1994",http://ufcstats.com/fighter-details/f57dd0bfa8c17813
Mike de la Torre,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 22, 1986",http://ufcstats.com/fighter-details/1971869b7e054261
Rodrigo de Lima,"5' 7""",155 lbs.,--,Orthodox,"Mar 12, 1991",http://ufcstats.com/fighter-details/a4dc47001f202bcd
Edilberto de Oliveira,"6' 0""",170 lbs.,--,Orthodox,"Nov 22, 1982",http://ufcstats.com/fighter-details/afdb76fbd86f6d11
Johil de Oliveira,"5' 6""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/f9aa6376ae16bfb4
Jorge de Oliveira,"5' 8""",155 lbs.,--,Orthodox,"Jan 22, 1980",http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c
Jair De Oliveira,"5' 9""",205 lbs.,"69""",,"May 09, 1996",http://ufcstats.com/fighter-details/f14fbb2e55da044c
Isabela de Padua,"5' 3""",125 lbs.,"64""",Orthodox,"Sep 04, 1991",http://ufcstats.com/fighter-details/e0f959f65d0406b4
Gloria de Paula,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 10, 1995",http://ufcstats.com/fighter-details/5dd180c8b3196786
Germaine de Randamie,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984",http://ufcstats.com/fighter-details/1d239d571e342453
Reinier de Ridder,"6' 4""",185 lbs.,"78""",Southpaw,"Sep 07, 1990",http://ufcstats.com/fighter-details/d549cefc7c54ab78
Crezio de Souza,--,170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/3746e21bb508391a
Carl Deaton,"5' 7""",155 lbs.,"69""",Orthodox,"Nov 24, 1989",http://ufcstats.com/fighter-details/914a897455693650
Tom DeBlass,"6' 0""",185 lbs.,--,Orthodox,"May 14, 1982",http://ufcstats.com/fighter-details/0bcfe2513cb3bc39
Issac DeJesus,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/0e2c2daf11b5d8f2
RafaelDel Real,"5' 11""",225 lbs.,--,,--,http://ufcstats.com/fighter-details/e82b2adcaeff71ec
Shane del Rosario,"6' 4""",250 lbs.,--,Southpaw,"Sep 23, 1983",http://ufcstats.com/fighter-details/85980f5da429c0a6
Wallen Del Rosario,"5' 4""",125 lbs.,"67""",Orthodox,"Mar 18, 1993",http://ufcstats.com/fighter-details/a62f85f6a6c19a4c
Yadier del Valle,"5' 9""",145 lbs.,"69""",Southpaw,"Jul 29, 1996",http://ufcstats.com/fighter-details/70380ccdc81915b8
Jose Delano,"5' 8""",145 lbs.,"70""",Orthodox,"Sep 11, 1996",http://ufcstats.com/fighter-details/d7c4956d61ae76a9
Humberto DeLeon,--,135 lbs.,--,,"Nov 12, 1989",http://ufcstats.com/fighter-details/bfaf4c87936b4fae
Rolando Delgado,"6' 3""",155 lbs.,"77""",Orthodox,"Nov 22, 1981",http://ufcstats.com/fighter-details/37b1696e6d115957
Israel Delgado,"5' 10""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/01f4bcd26ac08ad5
Jose Delgado,"5' 11""",145 lbs.,"74""",Switch,"Apr 21, 1998",http://ufcstats.com/fighter-details/7d6ceff6747f2de2
Ante Delija,"6' 3""",239 lbs.,"78""",Orthodox,"Aug 07, 1990",http://ufcstats.com/fighter-details/7d8435c56043b0ae
Jack Della Maddalena,"5' 11""",170 lbs.,"73""",Switch,"Sep 10, 1996",http://ufcstats.com/fighter-details/6b453bc35a823c3f
Roland Delorme,"5' 9""",135 lbs.,"71""",Orthodox,"Dec 18, 1983",http://ufcstats.com/fighter-details/173acb3f920082b8
Jon Delos Reyes,"5' 6""",125 lbs.,"67""",Orthodox,"Aug 19, 1987",http://ufcstats.com/fighter-details/0d0351c20169a499
Jason DeLucia,"5' 11""",190 lbs.,--,Southpaw,"Jul 24, 1969",http://ufcstats.com/fighter-details/6ceff86fae4f6b3b
Justin DeMoney,--,170 lbs.,--,,"Jul 01, 1985",http://ufcstats.com/fighter-details/985bca5a097fb3f4
Vanessa Demopoulos,"5' 2""",125 lbs.,"59""",Orthodox,"Sep 22, 1988",http://ufcstats.com/fighter-details/2c483cf443f38ece
Chris Dempsey,"5' 10""",185 lbs.,"72""",Orthodox,"Sep 08, 1987",http://ufcstats.com/fighter-details/dfae5da5676e4194
Nick Denis,"5' 7""",135 lbs.,--,Orthodox,"Oct 11, 1983",http://ufcstats.com/fighter-details/e4aaaa34535e32b6
Thomas Denny,"5' 10""",170 lbs.,--,Orthodox,"Apr 19, 1971",http://ufcstats.com/fighter-details/a11a6ee8eeb03c18
Robert Densley,"5' 9""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/b72f3cafa6376e35
Jason Dent,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 12, 1980",http://ufcstats.com/fighter-details/fa8b9e6b0c2269f8
Mackenzie Dern,"5' 4""",115 lbs.,"63""",Orthodox,"Mar 24, 1993",http://ufcstats.com/fighter-details/7447e9f28508106a
Booker DeRousse,"6' 2""",205 lbs.,--,,"Mar 23, 1981",http://ufcstats.com/fighter-details/f2c91b67f71bbeab
Tony DeSouza,"6' 0""",170 lbs.,"70""",Southpaw,"Jul 26, 1974",http://ufcstats.com/fighter-details/6ad9058b7c7898b0
Robelis Despaigne,"6' 7""",265 lbs.,"84""",Orthodox,"Sep 09, 1988",http://ufcstats.com/fighter-details/140567899d98978a
Cory Devela,"5' 0""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/48544433372ecfa6
John Devine,--,--,--,,--,http://ufcstats.com/fighter-details/2bcc39af95d6f2e8
Edwin DeWees,"6' 1""",185 lbs.,--,Orthodox,"Aug 07, 1982",http://ufcstats.com/fighter-details/75bbd2206a15319f
Alessio Di Chirico,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 12, 1989",http://ufcstats.com/fighter-details/77d7295d1b22c694
Micol Di Segni,"5' 3""",115 lbs.,"60""",Orthodox,"Dec 29, 1987",http://ufcstats.com/fighter-details/8126e4dff0cdf69e
Cyrille Diabate,"6' 6""",205 lbs.,"81""",Southpaw,"Oct 06, 1973",http://ufcstats.com/fighter-details/43563a32c3f10e95
Thomas Diagne,"6' 1""",154 lbs.,--,,"Sep 03, 1983",http://ufcstats.com/fighter-details/8567466ae167216b
Marc Diakiese,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993",http://ufcstats.com/fighter-details/32c355b04fc57f3a
Tyler Diamond,"5' 7""",145 lbs.,"69""",Orthodox,"Mar 18, 1991",http://ufcstats.com/fighter-details/f5f6419c5f00abad
Blood Diamond,"5' 11""",170 lbs.,"76""",Switch,"Jul 10, 1988",http://ufcstats.com/fighter-details/9edf2c9082cc2cd8
Eldo Xavier Dias,"5' 11""",180 lbs.,--,,"Jul 16, 1964",http://ufcstats.com/fighter-details/ee5df903f80c6816
Rafael Dias,"5' 9""",145 lbs.,--,Orthodox,"Oct 20, 1979",http://ufcstats.com/fighter-details/b5abaa65f87938eb
Hacran Dias,"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984",http://ufcstats.com/fighter-details/ed209f6618c82e41
Victor Dias,"5' 6""",125 lbs.,"69""",Orthodox,"Dec 26, 1990",http://ufcstats.com/fighter-details/f7202b3130421d27
Magno Dias,"5' 5""",135 lbs.,"67""",,"Nov 30, 1995",http://ufcstats.com/fighter-details/270e84d8174721d2
Nick Diaz,"6' 1""",170 lbs.,"76""",Southpaw,"Aug 02, 1983",http://ufcstats.com/fighter-details/f57a8a52ca401ed9
Nate Diaz,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",http://ufcstats.com/fighter-details/8355922d564b152c
Michael Diaz,--,260 lbs.,--,,--,http://ufcstats.com/fighter-details/5e7a48e469770615
Ryan Diaz,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/ceee5dd37253199a
Adrian Diaz,"5' 10""",145 lbs.,--,Southpaw,"Apr 26, 1988",http://ufcstats.com/fighter-details/bfa8f263815cfa2e
Ozzy Diaz,"6' 4""",185 lbs.,"79""",Orthodox,"Nov 22, 1990",http://ufcstats.com/fighter-details/6967153c7edb4d87
Juan Diaz,--,135 lbs.,--,,"Jun 03, 1998",http://ufcstats.com/fighter-details/74939a16c7b56f33
Mark Dickman,"5' 9""",145 lbs.,--,,"Jul 19, 1984",http://ufcstats.com/fighter-details/2482ef3331a82e75
Josh Diekmann,"5' 4""",246 lbs.,--,,"Oct 09, 1976",http://ufcstats.com/fighter-details/414bddf0c80c41e1
Kyle Dietz,"5' 8""",135 lbs.,--,Orthodox,"Apr 29, 1986",http://ufcstats.com/fighter-details/31da66df48c0c1a0
