EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL
UFC on FUEL TV: Barao vs McDonald ,James Te Huna vs. Ryan Jimmo,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Chris Lee 27 - 29.Andy Roberts 28 - 29.Dean Weir 28 - 29.,http://ufcstats.com/fight-details/635ef1f12a60e9d7
UFC on FUEL TV: Barao vs McDonald ,Che Mills vs. Matthew Riddle,NC/NC,Welterweight Bout,Overturned ,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Failed Drug Test by RiddleTom Harris 28 - 29.Aaron Chatfield 29 - 28.Chris Watts 27 - 30.,http://ufcstats.com/fight-details/287c71b9017c5769
UFC on FUEL TV: Barao vs McDonald ,Terry Etim vs. Renee Forte,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Tom Harris 28 - 29.Chris Watts 28 - 29.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/e27a9b4b4a46f091
UFC on FUEL TV: Barao vs McDonald ,Paul Sass vs. Danny Castillo,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Neil Hall,Andy Roberts 27 - 30.Dean Weir 27 - 30.Aaron Chatfield 28 - 29.,http://ufcstats.com/fight-details/530558f01ac425af
UFC on FUEL TV: Barao vs McDonald ,Andy Ogle vs. Josh Grispi,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Chris Lee 28 - 29.Andy Roberts 28 - 29.Chris Watts 27 - 30.,http://ufcstats.com/fight-details/d607908be8b19273
UFC on FUEL TV: Barao vs McDonald ,Tom Watson vs. Stanislav Nedkov,W/L,Middleweight Bout,KO/TKO ,2,4:42,3 Rnd (5-5-5),Kevin Mulhall,Knee to Body In Clinch ,http://ufcstats.com/fight-details/22a574162e2ebcf6
UFC on FUEL TV: Barao vs McDonald ,Vaughan Lee vs. Motonobu Tezuka,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Tom Harris 27 - 30.Andy Roberts 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/f509d5ffcc3f46fe
UFC on FUEL TV: Barao vs McDonald ,Phil Harris vs. Ulysses Gomez,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Neil Hall,Aaron Chatfield 27 - 30.Chris Watts 27 - 30.Dean Weir 28 - 29.,http://ufcstats.com/fight-details/16ba92318ff66d4a
UFC 156: Aldo vs Edgar ,Jose Aldo vs. Frankie Edgar,W/L,UFC Featherweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Steve Mazzagatti,Adalaide Byrd 46 - 49.Jeff Collins 47 - 48.Junichiro Kamijo 46 - 49.,http://ufcstats.com/fight-details/1c4e4b3358089960
UFC 156: Aldo vs Edgar ,Rashad Evans vs. Rogerio Nogueira,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Sal D'amato 28 - 29.Patricia Morse-Jarman 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/031eac0f0f85d0bf
UFC 156: Aldo vs Edgar ,Alistair Overeem vs. Antonio Silva,L/W,Heavyweight Bout,KO/TKO ,3,0:25,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/21419797f539de5e
UFC 156: Aldo vs Edgar ,Jon Fitch vs. Demian Maia,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kim Winslow,Adalaide Byrd 27 - 30.Jeff Collins 27 - 30.Patricia Morse-Jarman 27 - 30.,http://ufcstats.com/fight-details/171eb38b335030d3
UFC 156: Aldo vs Edgar ,Joseph Benavidez vs. Ian McCall,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Mark Smith 28 - 29.Glenn Trowbridge 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/40cc0ccf580a4836
UFC 156: Aldo vs Edgar ,Gleison Tibau vs. Evan Dunham,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Sal D'amato 28 - 29.Jeff Collins 29 - 28.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/1d43112d98de273a
UFC 156: Aldo vs Edgar ,Tyron Woodley vs. Jay Hieron,W/L,Welterweight Bout,KO/TKO ,1,0:36,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/8bcdb1c3418fe739
UFC 156: Aldo vs Edgar ,Jacob Volkmann vs. King Green,L/W,Lightweight Bout,Submission ,3,4:25,3 Rnd (5-5-5),Kim Winslow,Rear Naked Choke ,http://ufcstats.com/fight-details/cd03bff050e53625
UFC 156: Aldo vs Edgar ,Yves Edwards vs. Isaac Vallie-Flagg,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Junichiro Kamijo 29 - 28.Patricia Morse-Jarman 28 - 29.Mark Smith 28 - 29.,http://ufcstats.com/fight-details/54c842a037183f48
UFC 156: Aldo vs Edgar ,Chico Camus vs. Dustin Kimura,L/W,Bantamweight Bout,Submission ,3,1:50,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/6247ad19755b71d6
UFC 156: Aldo vs Edgar ,Edwin Figueroa vs. Francisco Rivera,L/W,Bantamweight Bout,KO/TKO ,2,4:20,3 Rnd (5-5-5),Kim Winslow,Punches to Head At Distance ,http://ufcstats.com/fight-details/42eba784becde9ad
UFC on FOX: Johnson vs Dodson ,Demetrious Johnson vs. John Dodson,W/L,UFC Flyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Sal D'amato 47 - 48.Gabriel Sabaitis 46 - 49.Otto Torriero 47 - 48.,http://ufcstats.com/fight-details/9b9591a4f7febe32
UFC on FOX: Johnson vs Dodson ,Quinton Jackson vs. Glover Teixeira,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 30.Gabriel Sabaitis 27 - 30.Otto Torriero 28 - 29.,http://ufcstats.com/fight-details/638093bc4f69f639
UFC on FOX: Johnson vs Dodson ,Anthony Pettis vs. Donald Cerrone,W/L,Lightweight Bout,KO/TKO ,1,2:35,3 Rnd (5-5-5),Robert Madrigal,Kick to Body At Distance ,http://ufcstats.com/fight-details/bddf441908777c0c
UFC on FOX: Johnson vs Dodson ,Erik Koch vs. Ricardo Lamas,L/W,Featherweight Bout,KO/TKO ,2,2:32,3 Rnd (5-5-5),John McCarthy,Elbows to Head On Ground ,http://ufcstats.com/fight-details/4e87af7e5156bbf7
UFC on FOX: Johnson vs Dodson ,TJ Grant vs. Matt Wiman,W/L,Lightweight Bout,KO/TKO ,1,4:51,3 Rnd (5-5-5),John McCarthy,Elbows to Head In Clinch ,http://ufcstats.com/fight-details/e8c24a1754599237
UFC on FOX: Johnson vs Dodson ,Clay Guida vs. Hatsu Hioki,W/L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Robert Madrigal,Rick Winter 29 - 28.Gabriel Sabaitis 27 - 30.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/76690fbdcaa85c21
UFC on FOX: Johnson vs Dodson ,Mike Stumpf vs. Pascal Krauss,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 30.Clay Goodman 27 - 30.Brian Puccillo 27 - 30.,http://ufcstats.com/fight-details/856e171bdfc98cb5
UFC on FOX: Johnson vs Dodson ,Ryan Bader vs. Vladimir Matyushenko,W/L,Light Heavyweight Bout,Submission ,1,0:50,3 Rnd (5-5-5),John McCarthy,Guillotine Choke After Drop to Half Guard ,http://ufcstats.com/fight-details/97cec48c97e7ea31
UFC on FOX: Johnson vs Dodson ,Mike Russow vs. Shawn Jordan,L/W,Heavyweight Bout,KO/TKO ,2,3:48,3 Rnd (5-5-5),Herb Dean,to On Ground ,http://ufcstats.com/fight-details/ca28f69fa42f88ed
UFC on FOX: Johnson vs Dodson ,Rafael Natal vs. Sean Spencer,W/L,Middleweight Bout,Submission ,3,2:13,3 Rnd (5-5-5),Robert Madrigal,Arm Triangle From Mount ,http://ufcstats.com/fight-details/df0d3dec831e2142
UFC on FOX: Johnson vs Dodson ,Simeon Thoresen vs. David Mitchell,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 30.Otto Torriero 27 - 30.Rick Winter 27 - 30.,http://ufcstats.com/fight-details/83f6a6fc79036749
UFC on FX: Belfort vs Bisping ,Vitor Belfort vs. Michael Bisping,W/L,Middleweight Bout,KO/TKO ,2,1:27,5 Rnd (5-5-5-5-5),Dan Miragliotta,Kick to Head At Distance ,http://ufcstats.com/fight-details/b51d691b9f5603a8
UFC on FX: Belfort vs Bisping ,Daniel Sarafian vs. CB Dollaway,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Mark Collett 28 - 29.Howard Hughes 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/4d231d5d5f815085
UFC on FX: Belfort vs Bisping ,Gabriel Gonzaga vs. Ben Rothwell,W/L,Heavyweight Bout,Submission ,2,1:01,3 Rnd (5-5-5),Marc Goddard,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/2eeb1656692bd967
UFC on FX: Belfort vs Bisping ,Thiago Tavares vs. Khabib Nurmagomedov,L/W,Lightweight Bout,KO/TKO ,1,1:55,3 Rnd (5-5-5),Dan Miragliotta,Elbows to Head From Half Guard ,http://ufcstats.com/fight-details/7651b2e09ea2c420
UFC on FX: Belfort vs Bisping ,Godofredo Pepey vs. Milton Vieira,W/L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Mark Collett 28 - 29.Howard Hughes 29 - 28.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/8f426040f746905d
UFC on FX: Belfort vs Bisping ,Ronny Markes vs. Andrew Craig,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Romulo Bittencourt 28 - 29.Howard Hughes 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/dff7ce155b47442c
UFC on FX: Belfort vs Bisping ,Diego Nunes vs. Nik Lentz,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Romulo Bittencourt 28 - 30.Mark Collett 27 - 30.Sal D'amato 26 - 30.,http://ufcstats.com/fight-details/302ce74d8b0d12a6
UFC on FX: Belfort vs Bisping ,Edson Barboza vs. Lucas Martins,W/L,Lightweight Bout,KO/TKO ,1,2:38,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head On GroundSubmission to Strikes,http://ufcstats.com/fight-details/470f6fdd47f671fd
UFC on FX: Belfort vs Bisping ,Iuri Alcantara vs. Pedro Nobre,NC/NC,Bantamweight Bout,Could Not Continue ,1,2:11,3 Rnd (5-5-5),Dan Miragliotta,Strikes to Back of Head by Alcantara,http://ufcstats.com/fight-details/7601245171a28da1
UFC on FX: Belfort vs Bisping ,Wagner Prado vs. Ildemar Alcantara,L/W,Light Heavyweight Bout,Submission ,2,2:39,3 Rnd (5-5-5),Mario Yamasaki,Kneebar From Bottom Half Guard ,http://ufcstats.com/fight-details/c7ad34973f9d1cf6
UFC on FX: Belfort vs Bisping ,Francisco Trinaldo vs. CJ Keith,W/L,Lightweight Bout,Submission ,2,1:50,3 Rnd (5-5-5),Marc Goddard,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/f4273b2155fe20fe
UFC 155: Dos Santos vs Velasquez II ,Junior Dos Santos vs. Cain Velasquez,L/W,UFC Heavyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Marcos Rosales 45 - 50.Glenn Trowbridge 43 - 50.Tony Weeks 44 - 50.,http://ufcstats.com/fight-details/02a373f6503b3530
UFC 155: Dos Santos vs Velasquez II ,Jim Miller vs. Joe Lauzon,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Patricia Morse-Jarman 28 - 29.,http://ufcstats.com/fight-details/5d7a720a2e2f4749
UFC 155: Dos Santos vs Velasquez II ,Tim Boetsch vs. Constantinos Philippou,L/W,Middleweight Bout,KO/TKO ,3,2:11,3 Rnd (5-5-5),Kim Winslow,Punches to Head On Ground ,http://ufcstats.com/fight-details/526790a5b3c4b5a2
UFC 155: Dos Santos vs Velasquez II ,Yushin Okami vs. Alan Belcher,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Junichiro Kamijo 27 - 30.Tony Weeks 27 - 30.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/23cdc3ef525ba8e4
UFC 155: Dos Santos vs Velasquez II ,Chris Leben vs. Derek Brunson,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 28 - 29.Patricia Morse-Jarman 28 - 29.Cecil Peoples 28 - 29.,http://ufcstats.com/fight-details/bab948352454f302
UFC 155: Dos Santos vs Velasquez II ,Brad Pickett vs. Eddie Wineland,L/W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Glenn Trowbridge 27 - 30.Mark Smith 29 - 28.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/5a65ffe3842ce2f2
UFC 155: Dos Santos vs Velasquez II ,Erik Perez vs. Byron Bloodworth,W/L,Bantamweight Bout,KO/TKO ,1,3:50,3 Rnd (5-5-5),Kim Winslow,Punches to Head On Ground ,http://ufcstats.com/fight-details/ea9059fd076a2f1e
UFC 155: Dos Santos vs Velasquez II ,Melvin Guillard vs. Jamie Varner,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Cecil Peoples 27 - 30.Adalaide Byrd 30 - 27.Mark Smith 27 - 30.,http://ufcstats.com/fight-details/0d4927585d0480fc
UFC 155: Dos Santos vs Velasquez II ,Michael Johnson vs. Myles Jury,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Patricia Morse-Jarman 27 - 30.Marcos Rosales 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/85f67de8e9dc5689
UFC 155: Dos Santos vs Velasquez II ,Philip De Fries vs. Todd Duffee,L/W,Heavyweight Bout,KO/TKO ,1,2:04,3 Rnd (5-5-5),Yves Lavigne,Punches to Head At Distance ,http://ufcstats.com/fight-details/84500d5c1aba97a2
UFC 155: Dos Santos vs Velasquez II ,Leonard Garcia vs. Max Holloway,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Kim Winslow,Cecil Peoples 28 - 29.Mark Smith 29 - 28.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/a551d93167533459
UFC 155: Dos Santos vs Velasquez II ,Chris Cariaso vs. John Moraga,L/W,Flyweight Bout,Submission ,3,1:11,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke Standing ,http://ufcstats.com/fight-details/fc9ec3a01d0129b6
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Roy Nelson vs. Matt Mitrione,W/L,Heavyweight Bout,KO/TKO ,1,2:58,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/5bcc7204a43cf34e
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Colton Smith vs. Mike Ricci,W/L,Ultimate Fighter 16 Welterweight Tournament Title Bout,Decision - Unanimous ,3,5:00,3 Rnd + OT (5-5-5-5),Steve Mazzagatti,Roy Silbert 27 - 30.Tony Weeks 27 - 30.Doug Crosby 26 - 30.,http://ufcstats.com/fight-details/99c12cc04b4261bf
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Pat Barry vs. Shane del Rosario,W/L,Heavyweight Bout,KO/TKO ,2,0:26,3 Rnd (5-5-5),Kim Winslow,Punch to Head At Distance ,http://ufcstats.com/fight-details/cade8a4e97911e89
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Dustin Poirier vs. Jonathan Brookins,W/L,Featherweight Bout,Submission ,1,4:15,3 Rnd (5-5-5),Herb Dean,D'Arce Choke From Front Headlock ,http://ufcstats.com/fight-details/e88c59ad88e9dc27
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Mike Pyle vs. James Head,W/L,Welterweight Bout,KO/TKO ,1,1:55,3 Rnd (5-5-5),Steve Mazzagatti,Knee to Head In Clinch ,http://ufcstats.com/fight-details/1d20bba4aca5f81a
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Johnny Bedford vs. Marcos Vinicius,W/L,Bantamweight Bout,KO/TKO ,2,1:00,3 Rnd (5-5-5),Kim Winslow,Punch to Head At Distance ,http://ufcstats.com/fight-details/452a9728317893d7
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Vinc Pichel vs. Rustam Khabilov,L/W,Lightweight Bout,KO/TKO ,1,2:15,3 Rnd (5-5-5),Chris Tognoni,Slam to On Ground ,http://ufcstats.com/fight-details/12d17a837caeae63
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,TJ Waldburger vs. Nick Catone,W/L,Welterweight Bout,Submission ,2,1:04,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom GuardTechnical Submission,http://ufcstats.com/fight-details/6b83234360b3ca62
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Reuben Duran vs. Hugo Viana,L/W,Bantamweight Bout,KO/TKO ,1,4:05,3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head At Distance ,http://ufcstats.com/fight-details/6463a48c9347a9f3
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Mike Rio vs. John Cofer,W/L,Lightweight Bout,Submission ,3,4:11,3 Rnd (5-5-5),Kim Winslow,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/8935fc5943a78c20
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale ,Jared Papazian vs. Tim Elliott,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Point Deducted: Illegal Knee by PapazianRoy Silbert 25 - 30.Junichiro Kamijo 25 - 30.Glenn Trowbridge 26 - 30.,http://ufcstats.com/fight-details/b43c83505edcd8fa
UFC on FX: Sotiropoulos vs Pearson ,George Sotiropoulos vs. Ross Pearson,L/W,Lightweight Bout,KO/TKO ,3,0:41,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/e2bacdc395aa7b40
UFC on FX: Sotiropoulos vs Pearson ,Robert Whittaker vs. Brad Scott,W/L,Ultimate Fighter Australia vs. UK Welterweight Tournament Title Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Peter Hickmont 28 - 29.Charlie Keech 28 - 29.Kon Papaioannou 28 - 29.,http://ufcstats.com/fight-details/d6b3c56a4cf14c1a
UFC on FX: Sotiropoulos vs Pearson ,Colin Fletcher vs. Norman Parke,L/W,Ultimate Fighter Australia vs. UK Lightweight Tournament Title Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Sharp,Howard Hughes 27 - 30.Charlie Keech 27 - 30.Peter Hickmont 28 - 29.,http://ufcstats.com/fight-details/ddf2eff896475431
UFC on FX: Sotiropoulos vs Pearson ,Hector Lombard vs. Rousimar Palhares,W/L,Middleweight Bout,KO/TKO ,1,3:38,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance ,http://ufcstats.com/fight-details/6834ae686aa0c588
UFC on FX: Sotiropoulos vs Pearson ,Chad Mendes vs. Yaotzin Meza,W/L,Featherweight Bout,KO/TKO ,1,1:55,3 Rnd (5-5-5),Steve Perceval,Punch to Head At Distance ,http://ufcstats.com/fight-details/a6097fd4e77cb881
UFC on FX: Sotiropoulos vs Pearson ,Igor Pokrajac vs. Joey Beltran,NC/NC,Light Heavyweight Bout,Overturned ,3,5:00,3 Rnd (5-5-5),John Sharp,Failed Drug Test by BeltranPeter Hickmont 27 - 30.Charlie Keech 27 - 30.Kon Papaioannou 27 - 30.,http://ufcstats.com/fight-details/61d89fc97e7b145c
UFC on FX: Sotiropoulos vs Pearson ,Mike Pierce vs. Seth Baczynski,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Anthony Dimitriou 27 - 30.Howard Hughes 28 - 29.Charlie Keech 28 - 29.,http://ufcstats.com/fight-details/d4c85298623130de
UFC on FX: Sotiropoulos vs Pearson ,Ben Alloway vs. Manuel Rodriguez,W/L,Welterweight Bout,KO/TKO ,1,4:57,3 Rnd (5-5-5),Steve Perceval,Kick to Head At DistanceFront Kick,http://ufcstats.com/fight-details/e57b884785848624
UFC on FX: Sotiropoulos vs Pearson ,Brendan Loughnane vs. Mike Wilkinson,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Sharp,Howard Hughes 28 - 29.Charlie Keech 28 - 29.Kon Papaioannou 28 - 29.,http://ufcstats.com/fight-details/f82c414666fe934c
UFC on FX: Sotiropoulos vs Pearson ,Nick Penner vs. Cody Donovan,L/W,Light Heavyweight Bout,KO/TKO ,1,4:35,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/4eda704823ccfb71
UFC on FOX: Henderson vs Diaz ,Benson Henderson vs. Nate Diaz,W/L,UFC Lightweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Marcos Rosales 43 - 50.Sal D'amato 45 - 50.Dave Hagen 45 - 50.,http://ufcstats.com/fight-details/bc72dac46f0383f1
UFC on FOX: Henderson vs Diaz ,Mauricio Rua vs. Alexander Gustafsson,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 27 - 30.Lester Griffin 27 - 30.Dave Hagen 26 - 30.,http://ufcstats.com/fight-details/3b1aed7d00a775c6
UFC on FOX: Henderson vs Diaz ,BJ Penn vs. Rory MacDonald,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 26 - 30.Lester Griffin 26 - 30.Marcos Rosales 27 - 30.,http://ufcstats.com/fight-details/2adfc6444d1adc01
UFC on FOX: Henderson vs Diaz ,Mike Swick vs. Matt Brown,L/W,Welterweight Bout,KO/TKO ,2,2:31,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance ,http://ufcstats.com/fight-details/405cbbcaa79db24b
UFC on FOX: Henderson vs Diaz ,Yves Edwards vs. Jeremy Stephens,W/L,Lightweight Bout,KO/TKO ,1,1:55,3 Rnd (5-5-5),Steve Newport,Punch to Head At Distance ,http://ufcstats.com/fight-details/9caaca5748ea9086
UFC on FOX: Henderson vs Diaz ,Raphael Assuncao vs. Mike Easton,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Newport,Terry Boehlke 28 - 29.Lester Griffin 27 - 30.Marcos Rosales 27 - 30.,http://ufcstats.com/fight-details/b3e520f1092401c1
UFC on FOX: Henderson vs Diaz ,Ramsey Nijem vs. Joe Proctor,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Glenn Roy 27 - 30.Lester Griffin 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/b57345c34f6d2ab3
UFC on FOX: Henderson vs Diaz ,Daron Cruickshank vs. Henry Martinez,W/L,Lightweight Bout,KO/TKO ,2,2:57,3 Rnd (5-5-5),Anthony Hamlett,Kick to Head At Distance ,http://ufcstats.com/fight-details/5c36d760c7e272f5
UFC on FOX: Henderson vs Diaz ,Marcus LeVesseur vs. Abel Trujillo,L/W,Lightweight Bout,KO/TKO ,2,3:56,3 Rnd (5-5-5),Anthony Hamlett,Knees to Body On Ground ,http://ufcstats.com/fight-details/ed8944898353b526
UFC on FOX: Henderson vs Diaz ,Dennis Siver vs. Nam Phan,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Anthony Hamlett,Terry Boehlke 24 - 30.Sal D'amato 25 - 30.Dave Hagen 26 - 30.,http://ufcstats.com/fight-details/41d1e163b930426b
UFC on FOX: Henderson vs Diaz ,Scott Jorgensen vs. John Albert,W/L,Bantamweight Bout,Submission ,1,4:59,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/f0cf2ca8e5c621a8
UFC 154: St-Pierre vs Condit ,Georges St-Pierre vs. Carlos Condit,W/L,UFC Welterweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,Sal D'amato 46 - 49.David Therien 45 - 50.Tony Weeks 45 - 50.,http://ufcstats.com/fight-details/8d12287f672cabd8
UFC 154: St-Pierre vs Condit ,Johny Hendricks vs. Martin Kampmann,W/L,Welterweight Bout,KO/TKO ,1,0:46,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/4a29c1f671bd89cb
UFC 154: St-Pierre vs Condit ,Francis Carmont vs. Tom Lawlor,W/L,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Philippe Chartier,Cardo Urso 28 - 29.Sal D'amato 29 - 28.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/4861212df08bbf77
UFC 154: St-Pierre vs Condit ,Mark Bocek vs. Rafael Dos Anjos,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Benoit Roussel 27 - 30.David Therien 27 - 30.John Woodburn 27 - 30.,http://ufcstats.com/fight-details/a65cf6951e097273
UFC 154: St-Pierre vs Condit ,Mark Hominick vs. Pablo Garza,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc-Andre Cote,Sal D'amato 27 - 29.Tony Weeks 26 - 30.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/bc3323f172832a53
UFC 154: St-Pierre vs Condit ,Patrick Cote vs. Alessio Sakara,W/L,Middleweight Bout,DQ ,1,1:26,3 Rnd (5-5-5),Dan Miragliotta,Punches to Back of Head by Sakara,http://ufcstats.com/fight-details/72a3ec0672871ab4
UFC 154: St-Pierre vs Condit ,Cyrille Diabate vs. Chad Griggs,W/L,Light Heavyweight Bout,Submission ,1,2:24,3 Rnd (5-5-5),Philippe Chartier,Rear Naked Choke ,http://ufcstats.com/fight-details/1f7c1c741b06a3ed
UFC 154: St-Pierre vs Condit ,Sam Stout vs. John Makdessi,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc-Andre Cote,Sal D'amato 27 - 30.Benoit Roussel 28 - 29.David Therien 27 - 30.,http://ufcstats.com/fight-details/467d2dc6a71e1b00
